Nombre,Descripcion_del_producto,Precio,off_product_name,off_barcode,off_brands,off_quantity,nutriscore_grade,ecoscore_grade,nova_group,ingredients_text,energy_kcal_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,processed_at,Cantidad_real,Unidad_medida
Masa para empanadillas y postres Buitoni,Paquete 16 obleas (160 g),1.25,Masa para empanadillas y postres,8410239040333,Buitoni,160g,d,unknown,3.0,"wheat flour, water, lard, salt, acidulants (e575 and citric acid), preservative (potassium sorbate), yeast,",342.0,13.2,4.9,48.1,0.5,1.7,6.8,1.8,0.72,2025-05-13T20:55:14.320947,160.0,g
Longaniza fresca sin tripa,Bandeja 560 g,3.3,Longaniza fresca sin tripa,8421610060437,,2 x 280 g,unknown,unknown,4.0,"Cerdo, agua, fibra vegetal guisante), sal, especias, cereales (maíz), dextrosa, acidulantes 62 - 270, E-S09), antioxidantes (E-300, E-331), coservador - 221 (sulfito), aromas, colorante E-120, geliicantes (E-401, E-412)",212.0,18.0,6.0,2.0,0.5,,13.0,1.8,0.72,2025-05-14T01:33:11.636773,560.0,g
Burger de vaca madurada,Paquete 180 g,2.9,Carne 100% de Vaca Madurada,8435407850583,"Grupo Vall Companys, Matiz del Carnicero","0,3 kg",unknown,unknown,,,177.0,11.3,3.5,0.8,0.5,,18.0,1.8,0.72,2025-05-14T01:27:08.938820,180.0,g
Fiambre de magreta de cerdo adobada,Bandeja 350 g,2.7,Fiambre de magreta de cerdo adobada,8436021417398,,2 x 175 g,unknown,unknown,,,260.0,22.5,8.9,2.5,0.8,,11.8,1.8,0.72,2025-05-14T01:23:32.499175,350.0,g
Maiz frito gigante Hacendado,Paquete 150 g,1.4,Maíz gigante frito,8480000135971,Hacendado,,c,unknown,3.0,"Maíz, aceite de girasol y sal",447.0,14.0,2.0,72.0,1.0,,6.0,1.8,0.72,2025-05-13T23:06:14.780973,150.0,g
Salsa Barbacoa Hacendado,Bote 350 g,1.15,Salsa Barbacoa,8480000173461,Hacendado,350 g,d,b,4.0,"tomato, sugar, corn starch, alcohol vinegar, salt, onion, acidulant (citric acid), flavorings, preservatives (potassium sorbate, sodium benzoate), coloring (caramel),",150.0,0.1,0.0,35.5,27.8,,1.2,1.8,0.72,2025-05-13T22:44:17.819764,350.0,g
Salsa Burger Hacendado,Bote 250 ml,1.35,Salsa burger,8480000173478,Hacendado,250ml,d,d,4.0,"rapeseed oil, water, tomato paste, pickle, sugar, alcohol vinegar, onions, mustard seed, modified corn starch, salt, milk protein, spices, thickener (xanthan gum), spice extract, hardener (calcium chloride),",340.0,31.6,2.4,11.5,9.7,,1.5,1.8,0.72,2025-05-13T22:47:41.486164,250.0,ml
Ketchup Hacendado,Bote 600 g,1.15,Ketchup,8480000235794,Hacendado,600 g,d,b,4.0,"Tomate, Azúcar, Vinagre de alcohol, Almidón modificado de maíz, Sal, Conservadores (Sorbete potásico y benzoato sódico), Extracto de especias y especia",115.0,0.0,0.0,27.0,20.5,,1.3,1.8,0.72,2025-05-13T22:59:38.204097,600.0,g
Combinado de aperitivos Hacendado,Paquete 200 g,1.55,Combinado de aperitivos,8480000334886,Hacendado,200g,d,unknown,4.0,"Ingredie sabor (glutamato monosódico), azúcar y maltodextrina de patata, Garfitos: Producto de aperitivo de maíz horneado con sabor a queso: sémola de maíz, aceite de girasol *, fibra vegetal, aroma [ preparaciones y sustancias aromatizantes, sal, derivados lácteos (leche), dextrosa, potenciadores del sabor (glutamato monosódico y 5'ribonucleótidos disódicos), maltodextrina de patata y extracto de pimentón], Bolas: Producto de aperitivo de maíz horneado con sabor a queso: sémola de maíz, aceite de girasol*, aroma [preparaciones y sustancias aromatizantes, derivados lácteos (leche), sal, dextrosa, potenciadores del sabor (glutamato monosódico y 5'ribonudleótidos disódicos) y maltodextrina de patata], Cortezas de bacon: Producto de aperitivo frito con sabor a bacon: harina de maíz, almidón de patata, aceite de girasol*, harina de arroz, harina de sorgo, almidón de maíz, sal, aroma, gasimicante (bicarbonato sódico) y extractos vegetales colorantes (rábano, manzana, groselia iegra, zanahoria, hibisco y melaza), Contiene sulfitos, Contiene trazas de soja, Rejillas: Producto de aperitivo frito: almidón de patata, patata deshidratada, aceite de girasol&quot;, Sal, extracto de pimentón y cúrcuma, Contiene sulfitos, (*) El aceite de girasol representa el 21,9% del peso del surtido de productos,",511.0,25.0,3.1,65.0,1.7,2.4,5.4,1.8,0.72,2025-05-13T22:33:38.346560,200.0,g
Cacahuete frito y salado Hacendado con piel,Paquete 250 g,1.3,Cacahuete frito,8480000348685,Hacendado,250 g,c,d,3.0,"_Cacahuete_ con piel, sal, aceite refinado de girasol,",613.0,50.0,6.0,13.0,5.8,8.4,23.0,1.8,0.72,2025-05-13T23:26:39.896770,250.0,g
Tiras de pechuga pollo al horno Hacendado,Paquete 140 g,2.25,Tiras de pechuga de pollo al horno,8480000566522,Hacendado,140 g,b,d,4.0,"Pechuga de pollo asada (99%), sal, dextrosa, fécula de patata, especias (aroma)",108.0,1.2,0.4,0.6,0.6,,23.0,1.8,0.72,2025-05-14T01:18:40.308825,140.0,g
Pizza serrana Hacendado,400 g,2.9,Pizza fresca serrana,8480000635518,Hacendado,400 g,d,unknown,4.0,"Harina de trigo,  queso mozzarella (24%), agua,  jamón serrano  (14%) (jamón, sal, antioxidante (ascorbato sódico), conservador  (nitrato potásico)), tomate, aceite de girasol, sal, levadura,  lactosa, especias,  orégano.",261.0,9.4,4.9,28.6,2.4,,15.5,1.8,0.72,2025-05-13T21:22:54.838147,400.0,g
Ajo y Perejil Hacendado,Bote 74 g,1.35,Ajo y perejil,8480000821997,Hacendado,170 g,d,a,3.0,"Harina de TRIGO (GLUTEN), sazonador (aceite de girasol, ajo y sal) (23%), aceite de girasol alto oleico (7%), levadura, sal, perejil (0,5%), agente de tratamiento de la harina: ácido ascórbico y azúcar. Puede contener trazas de CACAHUETE, SOJA, DERIVADOS LÁCTEOS Y SÉSAMO.",545.0,33.0,3.6,54.0,1.8,2.5,8.2,1.8,0.72,2025-05-14T02:08:30.765588,74.0,g
Perejil Hacendado,Bote 18 g,0.9,Ajo y perejil,8480000821997,Hacendado,170 g,d,a,3.0,"Harina de TRIGO (GLUTEN), sazonador (aceite de girasol, ajo y sal) (23%), aceite de girasol alto oleico (7%), levadura, sal, perejil (0,5%), agente de tratamiento de la harina: ácido ascórbico y azúcar. Puede contener trazas de CACAHUETE, SOJA, DERIVADOS LÁCTEOS Y SÉSAMO.",545.0,33.0,3.6,54.0,1.8,2.5,8.2,1.8,0.72,2025-05-14T02:08:11.950608,18.0,g
Regaña Hacendado,Paquete 250 g,1.04,Regaña,8480000823656,"Anitin, Anitin Panes Especiales, Hacendado",250 gramos,d,b,3.0,"Wheat flour, extra virgin olive oil(10%), sesame seeds, salt, yeast",448.0,15.0,2.3,65.0,2.6,3.7,11.8,1.8,0.72,2025-05-13T21:06:53.969230,250.0,g
Pan tostado 100% espelta integral Hacendado,Paquete 250 g,1.47,Pan tostado 100% trigo espelta integral,8480000828484,Hacendado,250 g,c,b,,,382.0,6.4,0.7,58.7,3.4,10.8,17.0,1.8,0.72,2025-05-13T21:09:22.077555,250.0,g
Pan tostado classic Hacendado,Paquete 6 packs (550 g),1.7,Pan tostado classic,8480000864871,Hacendado,,unknown,unknown,,,389.0,4.6,0.5,73.4,5.2,,11.5,1.8,0.72,2025-05-13T21:08:23.514534,550.0,g
Codornices,Bandeja 350 g aprox.,4.2,Codornices en escabeche,20329440,Deluxe,,d,unknown,,,153.0,6.5,1.9,0.8,0.1,,22.7,1.85,0.74,2025-05-14T01:17:30.620269,350.0,g
Gamba cocida,Bandeja 300 g,6.95,Gamba Salvaje Cocida,4056489171256,lidl,,c,f,3.0,"Gambas, sal, antioxidantes: metabisulfito sódico, ácido cítrico.Conservación: Conservar refrigerado entre 0°C y +4 °C.",93.0,0.8,0.3,0.5,0.5,,21.0,1.87,0.747,2025-05-13T20:38:30.163729,300.0,g
Queso curado mezcla Hacendado,"Pieza 1,63 kg aprox.",18.06,Cuatro quesos,8480000512345,Hacendado,180g,unknown,d,4.0,"©ME ADE 4 QUESOS RALLADOS (EMMEN L CHEDDAR, GOUDA, QUESO CURADO) Ihgredientes: 6 Queso Emmental (LECHE pasteurizada de vaca, sal Termentos lácticos, coaqulante microbiano), 309% 0 Queso Cheddar (LECHE pRsteurizada de vaca, sa, fermentos lacticos, coagulante micobiano, Colorante (E-160a)). 209% Queso Gouda (LECHE pasteurizada de vaca, sal, ermentos lácticos, coagulante micobiano), 596 Queso (LECHE GEUrzada de vaca, CABRA y OVEJA, CDaqulante microbiano. sal Gservador (E-202). Antiaglomerante (almidón). Sin gluten. Urnigen de a leche: (UE), Conservar en frio entre 0 Cv89C Una vez abierto, consenar eproducto en refrigeradón y consumir antes de 3 dias. HACENDADO MSTURA DE 4 OUEJOS RALADOS emeg aAMENTAL CHEDDAR, GOUDA, QUEUO CURADOI pasteurir , al ertentos lacticos, coagulante ano), 309% Quele Chedcar oagulante o Goada (LEITE de vaca pasteurk Queijo Emmental (LEITE de vaca pasgie O coagulante microbi ervaO micoblan cobiano), 5% Cueljo Curado (LBTE zada, coagulante micobino S ante (anido sento de oli CHge e",354.0,28.0,19.0,2.5,,,23.0,1.87,0.747,2025-05-14T01:57:36.757466,63000.0,g
Queso curado mezcla Hacendado,Pieza 410 g aprox.,4.76,Cuatro quesos,8480000512345,Hacendado,180g,unknown,d,4.0,"©ME ADE 4 QUESOS RALLADOS (EMMEN L CHEDDAR, GOUDA, QUESO CURADO) Ihgredientes: 6 Queso Emmental (LECHE pasteurizada de vaca, sal Termentos lácticos, coaqulante microbiano), 309% 0 Queso Cheddar (LECHE pRsteurizada de vaca, sa, fermentos lacticos, coagulante micobiano, Colorante (E-160a)). 209% Queso Gouda (LECHE pasteurizada de vaca, sal, ermentos lácticos, coagulante micobiano), 596 Queso (LECHE GEUrzada de vaca, CABRA y OVEJA, CDaqulante microbiano. sal Gservador (E-202). Antiaglomerante (almidón). Sin gluten. Urnigen de a leche: (UE), Conservar en frio entre 0 Cv89C Una vez abierto, consenar eproducto en refrigeradón y consumir antes de 3 dias. HACENDADO MSTURA DE 4 OUEJOS RALADOS emeg aAMENTAL CHEDDAR, GOUDA, QUEUO CURADOI pasteurir , al ertentos lacticos, coagulante ano), 309% Quele Chedcar oagulante o Goada (LEITE de vaca pasteurk Queijo Emmental (LEITE de vaca pasgie O coagulante microbi ervaO micoblan cobiano), 5% Cueljo Curado (LBTE zada, coagulante micobino S ante (anido sento de oli CHge e",354.0,28.0,19.0,2.5,,,23.0,1.87,0.747,2025-05-14T01:53:45.032877,410.0,g
Queso curado mezcla Hacendado,"Pieza 1,03 kg aprox.",11.67,Cuatro quesos,8480000512345,Hacendado,180g,unknown,d,4.0,"©ME ADE 4 QUESOS RALLADOS (EMMEN L CHEDDAR, GOUDA, QUESO CURADO) Ihgredientes: 6 Queso Emmental (LECHE pasteurizada de vaca, sal Termentos lácticos, coaqulante microbiano), 309% 0 Queso Cheddar (LECHE pRsteurizada de vaca, sa, fermentos lacticos, coagulante micobiano, Colorante (E-160a)). 209% Queso Gouda (LECHE pasteurizada de vaca, sal, ermentos lácticos, coagulante micobiano), 596 Queso (LECHE GEUrzada de vaca, CABRA y OVEJA, CDaqulante microbiano. sal Gservador (E-202). Antiaglomerante (almidón). Sin gluten. Urnigen de a leche: (UE), Conservar en frio entre 0 Cv89C Una vez abierto, consenar eproducto en refrigeradón y consumir antes de 3 dias. HACENDADO MSTURA DE 4 OUEJOS RALADOS emeg aAMENTAL CHEDDAR, GOUDA, QUEUO CURADOI pasteurir , al ertentos lacticos, coagulante ano), 309% Quele Chedcar oagulante o Goada (LEITE de vaca pasteurk Queijo Emmental (LEITE de vaca pasgie O coagulante microbi ervaO micoblan cobiano), 5% Cueljo Curado (LBTE zada, coagulante micobino S ante (anido sento de oli CHge e",354.0,28.0,19.0,2.5,,,23.0,1.87,0.747,2025-05-14T01:57:42.865549,3000.0,g
Queso curado cheddar Hacendado,Pieza 300 g,3.3,Cuatro quesos,8480000512345,Hacendado,180g,unknown,d,4.0,"©ME ADE 4 QUESOS RALLADOS (EMMEN L CHEDDAR, GOUDA, QUESO CURADO) Ihgredientes: 6 Queso Emmental (LECHE pasteurizada de vaca, sal Termentos lácticos, coaqulante microbiano), 309% 0 Queso Cheddar (LECHE pRsteurizada de vaca, sa, fermentos lacticos, coagulante micobiano, Colorante (E-160a)). 209% Queso Gouda (LECHE pasteurizada de vaca, sal, ermentos lácticos, coagulante micobiano), 596 Queso (LECHE GEUrzada de vaca, CABRA y OVEJA, CDaqulante microbiano. sal Gservador (E-202). Antiaglomerante (almidón). Sin gluten. Urnigen de a leche: (UE), Conservar en frio entre 0 Cv89C Una vez abierto, consenar eproducto en refrigeradón y consumir antes de 3 dias. HACENDADO MSTURA DE 4 OUEJOS RALADOS emeg aAMENTAL CHEDDAR, GOUDA, QUEUO CURADOI pasteurir , al ertentos lacticos, coagulante ano), 309% Quele Chedcar oagulante o Goada (LEITE de vaca pasteurk Queijo Emmental (LEITE de vaca pasgie O coagulante microbi ervaO micoblan cobiano), 5% Cueljo Curado (LBTE zada, coagulante micobino S ante (anido sento de oli CHge e",354.0,28.0,19.0,2.5,,,23.0,1.87,0.747,2025-05-14T01:54:05.984570,300.0,g
Cocido Hacendado,Bote 420 g,1.9,Jamón cocido natural,8480000592569,Hacendado,200 g,c,f,4.0,"Jamón (90%), sal, dextrosa, antioxidante (ascorbato sódico), estabilizante (carragenato), especias, aromas, conservador (nitrito sódico). Manténgase entre 0°C y 5°C. Abrir 5 minutos antes de servir. Una vez abierto consumir en 48 horas.",102.0,2.5,0.9,0.9,0.9,,19.0,1.8675,0.747,2025-05-13T21:29:04.659273,420.0,g
Albondigas de cerdo,Bandeja 24 ud. (840 g),4.55,Albóndigas de cerdo,20556662,Lidl,120 g,d,unknown,,,207.0,14.0,5.0,0.8,0.5,,18.0,1.88,0.752,2025-05-14T01:21:32.192938,840.0,g
Anillas de pota Argentina,Bandeja 260 g aprox.,3.95,Anillas de pota,3560070650859,Carrefour,450 g,c,e,3.0,"Pota argentina (Illex argentinus,capturada en el Océano atlántico Suroeste con redes de arrastre, sedales y anzuelos), agua, sal, corrector de acidez (ácido cítrico y citrato de sodio) y antioxidante (ascorbato sódico).",61.0,0.6,0.2,1.2,0.5,0.5,13.0,1.9,0.76,2025-05-13T20:48:10.651610,260.0,g
Flautas de bacon y queso,Bandeja 280 g,2.2,Flautas de bacon y queso,8411396000772,Jovi,276 g,e,unknown,4.0,"TORTILLA DE TRIGO 57 % (Harina de trigo, agua, grasa de palma, estabilizante (E-422), sal, corrector de acidez (E-450), emulgente (E-471), gluten, gasificante (E-500), conservadores (E-202 y E282), y acondicionador de harina (E-920)). QUESO 25%: (Leche de vaca pasteurizada, sal, fermentos lácticos, cuajo vegetal, colorantes (E-160a y E-160b) BACON 18%: (Carne de cerdo, agua, sal, azúcar, estabilizante (E451), antioxidante (E-316) y conservador (E-250). Almidon modificado (E-1442).",317.0,16.9,9.1,26.5,1.7,,13.8,1.9,0.76,2025-05-14T01:26:40.094339,280.0,g
Tomate seco Hacendado en aceite de oliva,Tarro 190 g,2.3,Tomate Seco,8480000160461,Hacendado,95 g,c,f,3.0,"Tomate seco 50%, aceite de oliva 42,22%, vinagre de vino blanco 5,2%, sal 1,2%, azúcar 1%, orégano 0,2%, perejil 0,1%, antioxidante: ácido ascórbico 0,04% y acidulante: ácido cítrico 0,04%,",140.0,9.5,1.3,7.8,5.2,5.7,2.9,1.9,0.76,2025-05-13T11:57:02.597632,190.0,g
Sticks de patata Hacendado,Paquete 75 g,0.8,Sticks de patata,8480000225689,Hacendado,75g,d,b,3.0,"Almidón, copos y harina de patata (67%), aceite de girasol (31%) y sal. Puede contener trazas de leche (lactosa) y/o sus derivados.",529.0,32.0,3.8,57.0,0.3,2.2,2.1,1.9,0.76,2025-05-13T23:22:56.852694,75.0,g
Aceitunas verdes rellenas de anchoa Hacendado reducidas en sal,3 botes x 50 g,1.95,Aceitunas verdes rellenas de anchoas. Reducida en sal,8480000330789,Hacendado,360 g,d,a,4.0,"olives, salt, filling anchovy paste 6%* (anchovy and stabilizer e-401), e-621 enhancer, acidulant: citric acid, antioxidant: ascorbic acid, stabilizer: calcium chloride",163.0,15.6,3.07,0.7,0.5,,1.7,1.9,0.76,2025-05-13T22:58:57.691278,50.0,g
Banderillas picantes Hacendado,Tarro 345 g (160 g escurrido),1.7,Banderillas picantes,8480000331168,Hacendado,345 g,c,unknown,4.0,"Pepinillo, vinagre de vino, cebollita, aceituna verde, pimiento rojo, guindilla, sal, potenciador del sabor (glutamato monosódico), acidulante (ácido cítrico), antioxidante (ácido ascórbico), conservador (_metabisulfito sódico_).",39.0,1.9,1.0,4.5,0.5,0.5,0.8,1.9,0.76,2025-05-13T23:24:30.733295,345.0,g
Tabla de quesos nacionales Hacendado,Bandeja 240 g,5.0,Tabla de quesos nacionales,8480000508430,Hacendado,240 g,e,d,4.0,"Queso de Mezcla Semicurado: Leche* pasteurizada de [vaca (mín. 50%), oveja (mín. 20%) cabra (mín. 15%)], sal, cuajo, cloruro cálcico y fermentos lácticos. Corteza no comestible: Contiene conservadores (E-202 y E-235) y colorante (E-153).  Queso de Cabra Semicurado (Cabra): leche pasteurizada de cabra, sal, cuajo, fermentos lácticos, conservador E-1105 (derivado del huevo) y coayuvantes (cloruro cálcico y lisactona). Queso de Oveja Curado Ahumado (Ahumado):leche*cruda de oveja, sal, cuajo, fermentos lácticos y conservador E-1105 (derivado del huevo). Corteza no comestible: contiene conservadores (E-202 y E-235), Queso de Mezcla Viejo Tostado (Tostado): Leches'pasteurizadas de vaca (mín. 50%), oveja (mín. 20%) y cabra (mín. 15%), sal, cuajo y fermentos lácticos. Tratamiento de superficie: Pintura no comestible: conservadores (E-202, E-203 y E-235) y colorante (E-150d). Queso de Mezcla Viejo (Intenso): leches crudas de vaca (min. 70%), oveja (min. 15%) y cabra (min. 5%), sal, cuajo, fermentos lácticos, estabilizante (E-509) y conservador E-1105 (derivado del huevo). Corteza no comestible: contiene conservadores (E-202 y E-235) y colorante (E-172).  Queso de Oveja Añejo (Fuerte):leche cruda de oveja, cuajo, sal, fermentos lácticos, conservadores E-252 y E-1105 (derivado del huevo). Recubrimiento: Corteza no comestible: contiene conservadores (E-202 y E-235) y colorante(E-172)",452.0,39.0,27.0,1.6,1.6,,25.0,1.9,0.76,2025-05-14T01:55:23.569364,240.0,g
Pechuga de pollo Hacendado finas lonchas,Paquete 200 g,2.2,Pechuga pollo braseada finas lonchas,8480000561695,Hacendado,200 g,c,e,4.0,"Pechuga de pollo (70 % ), agua, sal, dextrosa, azúcar, proteína de soja, estabilizantes (E-451i, E-407), especias, aromas, aroma de humo, antioxidante lascorbato sódico), conservador Initrito sódicol,",84.0,1.2,0.4,1.3,1.3,,16.9,1.9,0.76,2025-05-14T01:18:33.870102,200.0,g
Pechuga de pollo braseada Hacendado finas lonchas,Paquete 200 g,2.2,Pechuga pollo braseada finas lonchas,8480000561695,Hacendado,200 g,c,e,4.0,"Pechuga de pollo (70 % ), agua, sal, dextrosa, azúcar, proteína de soja, estabilizantes (E-451i, E-407), especias, aromas, aroma de humo, antioxidante lascorbato sódico), conservador Initrito sódicol,",84.0,1.2,0.4,1.3,1.3,,16.9,1.9,0.76,2025-05-14T01:18:20.944612,200.0,g
Jamon cocido extra Hacendado finas lonchas,2 paquetes x 225 g,3.45,Jamón cocido extra finas lonchas,8480000592484,Hacendado,200g  16/09/22,c,e,4.0,"Jamón (85%), agua, sal, dextrosa, estabilizantes (E-451i, E-407), antioxidante (ascorbato sódico), especias, aromas, conservador (nitrito sódico),",101.0,2.5,0.9,0.9,0.9,,18.6,1.9,0.76,2025-05-14T01:34:39.584074,225.0,g
Jamon cocido extra Hacendado lonchas,Paquete 200 g,2.05,Jamón cocido extra finas lonchas,8480000592484,Hacendado,200g  16/09/22,c,e,4.0,"Jamón (85%), agua, sal, dextrosa, estabilizantes (E-451i, E-407), antioxidante (ascorbato sódico), especias, aromas, conservador (nitrito sódico),",101.0,2.5,0.9,0.9,0.9,,18.6,1.9,0.76,2025-05-14T01:38:10.018417,200.0,g
Jamon cocido extra Hacendado finas lonchas,Paquete 200 g,2.0,Jamón cocido extra finas lonchas,8480000592484,Hacendado,200g  16/09/22,c,e,4.0,"Jamón (85%), agua, sal, dextrosa, estabilizantes (E-451i, E-407), antioxidante (ascorbato sódico), especias, aromas, conservador (nitrito sódico),",101.0,2.5,0.9,0.9,0.9,,18.6,1.9,0.76,2025-05-14T01:38:16.613963,200.0,g
Mortadela Hacendado lonchas,Paquete 250 g,1.25,Mortadela de pavo finas lonchas,8480000593368,Hacendado,E-120 cochinilla ( insectos),d,unknown,4.0,"Came de pavo (50%), agua, aceite de girasol, fécula, sal, proteína de soja, dextrosa, azúcar, aromas, especias, estabilizantes (E-451, E-407), antioxidante (E-301), conservador (nitrito sódico), colorante (E-120), Abrir 5,minutoś antes de servir,",173.0,11.0,1.7,7.5,0.8,,10.9,1.9,0.76,2025-05-14T01:40:24.903175,250.0,g
Mortadela de pavo Hacendado finas lonchas,Paquete 200 g,1.5,Mortadela de pavo finas lonchas,8480000593368,Hacendado,E-120 cochinilla ( insectos),d,unknown,4.0,"Came de pavo (50%), agua, aceite de girasol, fécula, sal, proteína de soja, dextrosa, azúcar, aromas, especias, estabilizantes (E-451, E-407), antioxidante (E-301), conservador (nitrito sódico), colorante (E-120), Abrir 5,minutoś antes de servir,",173.0,11.0,1.7,7.5,0.8,,10.9,1.9,0.76,2025-05-14T01:40:43.936441,200.0,g
Queso tierno gouda de vaca Holland,Pieza 450 g,3.7,Gouda,8710912029915,Holland Corona,300g,d,d,3.0,"Leche de vaca pasteurizada, sal, fermentos lácticos, coagulante.",349.0,28.0,19.0,0.0,0.0,,23.5,1.9,0.76,2025-05-14T01:55:04.273018,450.0,g
Tortellini tres quesos Pagani,Paquete 250 g,1.4,Tortellini con tres quesos,8005180060235,Pagani,250 g,d,unknown,4.0,"Pasta (72% ): (sémola de _trigo_ duro,  _huevos_ 19,4%). Relleno (28%): pan rallado  (harina de trigo tierno,  sal), mezcla de quesos (24,6% sobre el relleno) [queso fundido en polvo (20,5% sobre el relleno) (leche, suero de leche, sal, enzimas), Pecorino Romano DOP (2% sobre el relleno (leche de oveja,  sal, cuajo), Grana Padano DOP (2% sobre relleno) (leche, sal, cuajo, lisozima de huevos), margarina (grasa de coco, aceite de girasol,  agua), ricotta (8,2% sobre el relleno) (leche, suero de leche,  sal), sal, aromas, especias.",378.0,8.5,5.2,58.0,1.8,4.8,15.0,1.9675,0.787,2025-05-13T23:36:15.221269,250.0,g
Chopped Hacendado,Pieza 500 g,2.25,Lonchas Chopped,8480000593337,Hacendado,,d,unknown,,,198.0,13.2,4.9,7.2,1.7,,12.6,1.9675,0.787,2025-05-14T01:41:16.401048,500.0,g
Mini burgers de pollo,Bandeja 8 ud. (280 g),2.7,MINI BURGER DE POLLO,8420634805017,coc&coc,,unknown,unknown,,,129.0,5.8,1.8,3.0,0.8,,16.1,1.98,0.792,2025-05-14T01:26:50.445950,280.0,g
Morcilla de cebolla oreada,Bandeja 280 g aprox.,1.9,Morcilla oreada de cebolla,20184605,Lidl,,e,b,,,272.0,23.5,8.8,9.0,4.3,,6.2,2.0,0.8,2025-05-14T01:31:57.521632,280.0,g
Alas de pollo adobadas,Bandeja 680 g aprox.,3.6,Alas adobadas de pollo,2302832002732,mercadona,,d,e,,,140.0,7.0,2.2,3.1,0.6,,16.2,2.0,0.8,2025-05-14T01:16:30.789173,680.0,g
Chorizo picante aperitivo,Bandeja 300 g aprox.,2.6,Chorizo picante aperitivo,2304132002474,,,unknown,unknown,,,400.0,35.0,14.0,0.5,0.0,,14.0,2.0,0.8,2025-05-13T22:34:44.815426,300.0,g
Longaniza roja fresca,Bandeja 270 g aprox.,2.03,Longaniza roja fresca,2306042001738,haciendado,250,d,unknown,4.0,"Carne de cerdo 80%, agua, fibra vegetal (guisante), pimentón, sal, sacarosa, dextrina de maíz, especias, conservantes (E-326. E-221 (sulfito), E-262), aromas naturales, antioxidantes (E301, E-300), colorante E-120. Tripa natural.",222.0,18.0,6.0,2.0,0.5,0.0,13.0,2.0,0.8,2025-05-14T01:32:36.444289,270.0,g
Salchichas cocidas Frankfurt La Selva,Tarro 460 g (280 g escurrido),2.25,Salchichas cocidas frankfurt,8410973770022,La Selva,,d,e,,,204.0,15.9,5.5,0.9,0.9,,14.2,2.0,0.8,2025-05-14T01:35:37.885376,460.0,g
Burger de vacuno y cerdo,Bandeja 6 ud. (540 g),4.0,Burger de vacuno y cerdo,8436021411273,mercadona,6 x 90 g,d,unknown,4.0,"BURGER MEAT VACUNO CERD0. Preparado de carne. : (arne de vacuno 419%, carne de cerdo 40%, aqua, proteina de soja, vegetales (arroz), sal, fibras veqetales, aroma, especias. Conservador (E-21) (sulfto), antioxidantes (E-301 y B31)y colorante (E-120). Cocinar a fuego lento completamente antes de su consumo. Tiempo: aproximadamente 3 minutos por cada lado. Conservar de 0°Ca4°C. Envasado en atmósfera protectora. Una vez abierto el envase consumir en 48 horas. Peso neto total: 8'436021411273&quot; INFORMACIÓN NUTRICIONAL Valores medios Valor energetico Grasas Hidratos de carbono Sal de las cuales saturadas Proteínas por 100g 918kJ/221 kcal de los cuales azúcares 540g (6:90g) À 16g 7,1g 15g 08q 177g NEOLTERRANEAN FOODs Fabricado por: FRESCOSYELABORADOS DELUISANO SALU. Plhd. Castil, (N:2sn. 4630 Cheste|lalenca) (10.1689 2q AN CoSTa Brava WWW.mercadona.es 900500 103",219.0,16.0,7.1,1.5,0.8,,17.7,2.0,0.8,2025-05-14T01:22:43.267817,540.0,g
Burger de vacuno,Bandeja 6 ud. (540 g),5.3,Burger de vacuno y cerdo,8436021411273,mercadona,6 x 90 g,d,unknown,4.0,"BURGER MEAT VACUNO CERD0. Preparado de carne. : (arne de vacuno 419%, carne de cerdo 40%, aqua, proteina de soja, vegetales (arroz), sal, fibras veqetales, aroma, especias. Conservador (E-21) (sulfto), antioxidantes (E-301 y B31)y colorante (E-120). Cocinar a fuego lento completamente antes de su consumo. Tiempo: aproximadamente 3 minutos por cada lado. Conservar de 0°Ca4°C. Envasado en atmósfera protectora. Una vez abierto el envase consumir en 48 horas. Peso neto total: 8'436021411273&quot; INFORMACIÓN NUTRICIONAL Valores medios Valor energetico Grasas Hidratos de carbono Sal de las cuales saturadas Proteínas por 100g 918kJ/221 kcal de los cuales azúcares 540g (6:90g) À 16g 7,1g 15g 08q 177g NEOLTERRANEAN FOODs Fabricado por: FRESCOSYELABORADOS DELUISANO SALU. Plhd. Castil, (N:2sn. 4630 Cheste|lalenca) (10.1689 2q AN CoSTa Brava WWW.mercadona.es 900500 103",219.0,16.0,7.1,1.5,0.8,,17.7,2.0,0.8,2025-05-14T01:24:35.652690,540.0,g
